platform	format	family	communication	width	height	path	sha256
instagram	Carousel 4:5	03_Observance / Action / Source	OBS	1080	1350	04_Templates/instagram/03_Carousels/03_Observance/05_Action_Source.svg	6ca9806f597a3a01323e1f20c2180dab49667a13205cad1c2af084566269c05d
instagram	Carousel 4:5	04_Foundation_Memory / Anniversary	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/01_Anniversary.svg	d49e27812e7fafb049960ff5bf8a07a01bfb5b8a0db40dc642e808531f5de6b6
instagram	Carousel 4:5	04_Foundation_Memory / Where We Began	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/02_Where_We_Began.svg	b37b39255b8d97161fb134b130ddc623ed821cbec20bfd8b7d204078e81470b3
instagram	Carousel 4:5	04_Foundation_Memory / People	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/03_People.svg	50e21d54e590944decf0a43f8145f5976f028bd16979e6803a1c186b051ee04f
instagram	Carousel 4:5	04_Foundation_Memory / Milestones	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/04_Milestones.svg	2ca3e832753cf248d5fd2414bbaa40b7463b34187c3b85bfc1e50b1348c9ff7b
instagram	Carousel 4:5	04_Foundation_Memory / Programmes	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/05_Programmes.svg	f440e75027abbab13d8a99f748f733dab1b99191c8268bde4ae359e7331f1acf
instagram	Carousel 4:5	04_Foundation_Memory / Lessons	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/06_Lessons.svg	72464ca6e4c90f422159242e95e819b24d5e97fd49c6c1de5ce11e5230e61ca5
instagram	Carousel 4:5	04_Foundation_Memory / Gratitude	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/07_Gratitude.svg	35cdd47e2cdb1deff99bd34fac47d884bd92f52d40244b5c7c85e716035873ac
instagram	Carousel 4:5	04_Foundation_Memory / Future / Source	HSF	1080	1350	04_Templates/instagram/03_Carousels/04_Foundation_Memory/08_Future_Source.svg	9140594f6832c85d9e635d3f9fcf4928495f4ae433137b8d85f0a327fa30c71c
linkedin	Carousel 4:5	01_Core_Issue_Resolution / Cover / Hook	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/01_Cover_Hook.svg	67d391510b17e5d3ac3455204a343b4506af9e13831aa254e7c3d3ccd76369db
linkedin	Carousel 4:5	01_Core_Issue_Resolution / Issue / Context	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/02_Issue_Context.svg	99314c4583de438c911054dd4c86fb0cb73eb7840c65613c1c9ae0cae5df0cdd
linkedin	Carousel 4:5	01_Core_Issue_Resolution / Why It Matters	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/03_Why_It_Matters.svg	c114b787d9d25235f0e19652b61a67449306f7b8af55a47a3d7a0b4b763bcc28
linkedin	Carousel 4:5	01_Core_Issue_Resolution / HSF Response	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/04_HSF_Response.svg	4bd728166108b21eae448feb642c51f0460692b4efd090996b2cac64a5429170
linkedin	Carousel 4:5	01_Core_Issue_Resolution / Evidence / Human	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/05_Evidence_Human.svg	48e7175f4b32b93d7cea3f84a64ea18ed7f33c1946ba8f4e10e4b3a033e619e6
linkedin	Carousel 4:5	01_Core_Issue_Resolution / Action / Source	CORE	1080	1350	04_Templates/linkedin/03_Carousels/01_Core_Issue_Resolution/06_Action_Source.svg	7567867f7bf1cead68459047888fc23e74203a60c7bd8ce9296a4853e9636384
linkedin	Carousel 4:5	02_Field_Event_Story / Cover	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/01_Cover.svg	545ed2815ad0854b5f299cf89c204ca8303c1548e8653796c5bb507c15e51ab3
linkedin	Carousel 4:5	02_Field_Event_Story / Where / When	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/02_Where_When.svg	038e2a8dcd05995703fb7fd4a5de6352320173548d03ca9fe0a9a4ec2cf011a6
linkedin	Carousel 4:5	02_Field_Event_Story / Activity	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/03_Activity.svg	fbe88190581daa269ce651eac78b5773e082fea1b509b72f1b9eb38d662d9c50
linkedin	Carousel 4:5	02_Field_Event_Story / People	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/04_People.svg	93b0f6f878cdeaa705ab775db493faf17ee44d20a7533c556faa13cc24d1a2b0
linkedin	Carousel 4:5	02_Field_Event_Story / Why It Matters	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/05_Why_It_Matters.svg	dca100a4326f569eb62072a113b628538eb50c4cb641818fd02a3f7fb63cdca4
linkedin	Carousel 4:5	02_Field_Event_Story / Result / Learning	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/06_Result_Learning.svg	2a14b74ce1e5789dbccb6ed5f6af9b60dd30b9b6b34e284cf9d11ea67ab21278
linkedin	Carousel 4:5	02_Field_Event_Story / Closing / Source	FIELD,EVENT	1080	1350	04_Templates/linkedin/03_Carousels/02_Field_Event_Story/07_Closing_Source.svg	d791fc2579366761d8dc755bf81e1324b60c0b733a0eb45e029212ba4d8f90c0
linkedin	Carousel 4:5	03_Observance / Observance Title	OBS	1080	1350	04_Templates/linkedin/03_Carousels/03_Observance/01_Observance_Title.svg	6472669785db9e98828ade6a1d5e8f74b1b1f22d07aea9ec8fd4de6beaaabb17
linkedin	Carousel 4:5	03_Observance / HSF Relevance	OBS	1080	1350	04_Templates/linkedin/03_Carousels/03_Observance/02_HSF_Relevance.svg	b00a467846235f06f8ed5d25d4bbdcf248c26b8660211d7521577390531c3d2a
linkedin	Carousel 4:5	03_Observance / Fact / Issue	OBS	1080	1350	04_Templates/linkedin/03_Carousels/03_Observance/03_Fact_Issue.svg	e45cdc9d4b63bb0041d2e4ea1f72ac8d7acc5856e9fbf7b4d62f9c32db5582cd
linkedin	Carousel 4:5	03_Observance / HSF Connection	OBS	1080	1350	04_Templates/linkedin/03_Carousels/03_Observance/04_HSF_Connection.svg	e0fdf430461c1b1ff1f6222f50482c6909d7db0e2a2e83c48c33958b1d6b65a0
linkedin	Carousel 4:5	03_Observance / Action / Source	OBS	1080	1350	04_Templates/linkedin/03_Carousels/03_Observance/05_Action_Source.svg	c7717ab111daf2cf37323a4e93944e904fdfa38865d509a4064cd7eefefb7835
linkedin	Carousel 4:5	04_Foundation_Memory / Anniversary	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/01_Anniversary.svg	611b6f6207c51f5eef6030d6ab59d8d04343601aca1bc4b0f70e1ee1093c106d
linkedin	Carousel 4:5	04_Foundation_Memory / Where We Began	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/02_Where_We_Began.svg	c643b7a51c069a3b04a697707a532356cb0e2a391cae889d3196f29f354b399a
linkedin	Carousel 4:5	04_Foundation_Memory / People	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/03_People.svg	4ee9780dc47379649fbbf2df56be1ce3a31ae7b00acd821a127b6bb9299a2905
linkedin	Carousel 4:5	04_Foundation_Memory / Milestones	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/04_Milestones.svg	da338715aabbeaac9cbef67dcdc3cb13a4eb239243c6a818a51cea886f9db4bb
linkedin	Carousel 4:5	04_Foundation_Memory / Programmes	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/05_Programmes.svg	a4e70ea8c8bcfb93f24a6326e70d2e0d98f23dd3dd1b573e83fb6a9b0e30a4e5
linkedin	Carousel 4:5	04_Foundation_Memory / Lessons	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/06_Lessons.svg	883647f9460ee0d4d8d79b1ac133cc8dc94d0df5a1a03620b0a71418efa4f76f
linkedin	Carousel 4:5	04_Foundation_Memory / Gratitude	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/07_Gratitude.svg	a4a6ed34c331c01d9e17bc3a2dcae8daea1e81e3c1f4f60c57275f720b3aacb2
linkedin	Carousel 4:5	04_Foundation_Memory / Future / Source	HSF	1080	1350	04_Templates/linkedin/03_Carousels/04_Foundation_Memory/08_Future_Source.svg	4fdff85c55a9a2234cb237e91272ca8119bd22b47b70ae8488cc04a395c1d239
facebook	Vertical Motion 9:16	Opening / Hook	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/01_Opening.svg	c357b91227da91c7e2bff45939498f49c55e264f38202fd5ae049d141c3020e5
facebook	Vertical Motion 9:16	Context	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/02_Context.svg	1f564878c324eedbe804b694b7fc7eb9948982b39570d06ad177d39845a67dab
facebook	Vertical Motion 9:16	Evidence	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/03_Evidence.svg	2248f43e5a1ccec4c208b2eb04c6a94ad6ae11924e23e187cac3bd77ec2e53a6
facebook	Vertical Motion 9:16	Human / Quote	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/04_Human_Quote.svg	516cb279013d53c890b9564cce8126eaf29093997bd4a5c50b4bd5454bfb6b68
facebook	Vertical Motion 9:16	Action	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/05_Action.svg	b46f911a746e6ea9aad6b3bf3c9d3049b4f6f2a9dd4aba643fb20bb0617e8252
facebook	Vertical Motion 9:16	End / Source	CORE,OVERLAY	1080	1920	04_Templates/facebook/04_Reels_9x16/06_End_Source.svg	f0914e6a296119df53abe8b5f129890b529fc98a4d28519f38811c580926809c
instagram	Vertical Motion 9:16	Opening / Hook	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/01_Opening.svg	24120617251fe12989e9a33ae35261abb424a1c01dee4167e3b2946fcbcc850f
instagram	Vertical Motion 9:16	Context	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/02_Context.svg	01628939b06c038e571b943a470a226a2e115aa44837b1e6b0c1c3b6b9750b93
instagram	Vertical Motion 9:16	Evidence	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/03_Evidence.svg	eb9e25e722c9c53ef73b7e26e9623ed94d9c2f1392dfdc4b76d7d253887a8282
instagram	Vertical Motion 9:16	Human / Quote	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/04_Human_Quote.svg	bc6922748a08a632aad0c163955882e609820b9a5a6a9c3fd52b0c5069af7dce
instagram	Vertical Motion 9:16	Action	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/05_Action.svg	ba78c3b03d21a199ae0a7a3483ba318100c7cc1d606212317fb63163dd165d13
instagram	Vertical Motion 9:16	End / Source	CORE,OVERLAY	1080	1920	04_Templates/instagram/04_Reels_9x16/06_End_Source.svg	f28646c66adcc1be17252a8462d7478bafb8dd5c9b4b78fa78fd91dc029b746c
linkedin	Vertical Motion 9:16	Opening / Hook	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/01_Opening.svg	d367305e1a0474ea41092112d1b6390745a047911c847629ef4012c84164fb5c
linkedin	Vertical Motion 9:16	Context	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/02_Context.svg	139e306aa2463a64597c9f0e51faf817dc1a5531fa140fe920547ac052b311b4
linkedin	Vertical Motion 9:16	Evidence	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/03_Evidence.svg	d98d204e2c13adafcdcf4d552954c70c7dd7d42feeeca9909226eff1af10bfc7
linkedin	Vertical Motion 9:16	Human / Quote	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/04_Human_Quote.svg	588c553e39a1523d7dfb56719544017738921924d802ec2f62314776da771263
linkedin	Vertical Motion 9:16	Action	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/05_Action.svg	feda843b8dd2c7fc50263420bc778fec228623cc5abf235058e8134749dbf4e8
linkedin	Vertical Motion 9:16	End / Source	CORE,OVERLAY	1080	1920	04_Templates/linkedin/05_Vertical_Video_9x16/06_End_Source.svg	01e8d511245b9d3616d538cce8d0c17f0288967aaf981111646f3ef9978e3ace
facebook	Story 9:16	Announcement	OVERLAY,CORE	1080	1920	04_Templates/facebook/05_Stories_9x16/01_Announcement.svg	1115fc27e2d3c2936defb10aa9f8c0b5c995c209466b287a3dad569ad99e1924
facebook	Story 9:16	Impact	OVERLAY,CORE	1080	1920	04_Templates/facebook/05_Stories_9x16/02_Impact.svg	fe7beda54d3a15b4d53ed3de84c0e72fc030c52c4c517af31e5b1eb621cffe03
facebook	Story 9:16	Photo	OVERLAY,CORE	1080	1920	04_Templates/facebook/05_Stories_9x16/03_Photo.svg	d89144c49b31af9216ee341515dc1141ab26acec8a3f24b5a2abef2c0d40c9c6
facebook	Story 9:16	CTA	OVERLAY,CORE	1080	1920	04_Templates/facebook/05_Stories_9x16/04_CTA.svg	51574a21cc4c4efed708f5b6cf356e87552c5759dbe4de542ee5da38353ed888
instagram	Story 9:16	Announcement	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/01_Announcement.svg	07dfd2a6f5caff4c342bba0c41f3e3bc3358d5dcf044f795425d75f816bc1036
instagram	Story 9:16	Impact	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/02_Impact.svg	e66edb6b1e2cc9da908388a9502e1d47899a9ad1ce6f5803436e85eba80754b7
instagram	Story 9:16	Photo	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/03_Photo.svg	fe324551c6d528f66c4155b727c9a6ab0f287f90cb37046b5ff48802cea8a744
instagram	Story 9:16	Quote	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/04_Quote.svg	08f736dc3465196768b6f9ecfca3149f14863a7c491e51b33699b38460a0914b
instagram	Story 9:16	Observance	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/05_Observance.svg	0139fad8126daa6fcf515b5004cd361e7c41841a17d46daf16ae43f71a1bd657
instagram	Story 9:16	CTA	OVERLAY,CORE	1080	1920	04_Templates/instagram/05_Stories_9x16/06_CTA.svg	b600d92127ffb172fe3700488ac3b26d4c57997d19952e90201b6fb37e6096e0
facebook	Page Cover 16:9	Page Cover	HSF	1920	1080	04_Templates/facebook/06_Page_Cover/HSF_Facebook_Page_Cover.svg	2d1ccc9492d21b82ae428499acbeee8ce502207ffe2496e433bafc079f0f0520
facebook	Profile Safe	Profile Safe	BRAND	1080	1080	04_Templates/facebook/07_Profile/HSF_Facebook_Profile_Safe.svg	070900919d3e43f834fd7f59ce96271a76408e2c5b747289c921269721727db7
instagram	Profile Safe	Profile Safe	BRAND	1080	1080	04_Templates/instagram/07_Profile/HSF_Instagram_Profile_Safe.svg	500825eb63ff3f24210fbfe8a4e709809ef98683c8237c671067110f3ae147bd
instagram	Reel Cover 9:16	Reel Cover	CORE,OVERLAY	1080	1920	04_Templates/instagram/06_Reel_Cover/HSF_Instagram_Reel_Cover.svg	b4bedcb502163be489f6a636020e4c2aae712367a74b660715aca1a69be72d97
linkedin	Page Cover	Page Cover	HSF	4200	700	04_Templates/linkedin/06_Page_Cover/HSF_LinkedIn_Page_Cover.svg	f12e47598d8d71442631039e3d47622ff2d0cfa86a092934203ec67b2ce3ebff
linkedin	Page Logo Safe	Page Logo Safe	BRAND	400	400	04_Templates/linkedin/07_Page_Logo/HSF_LinkedIn_Page_Logo_Safe.svg	04808f660a8824270eb4731c7d681bcea75576cd6e6ec36e17eadee33dca6415
facebook	Photo	Facebook Album Cover	FIELD,EVENT,MOMENT	1080	1350	04_Templates/facebook/08_Photo_Album/01_Album_Cover.svg	ce8fdcb41d035f5e8563405332ca0ce52291813eff0e47d29b32f34a72b8345a
facebook	Photo	Facebook Album Photo	FIELD,EVENT,MOMENT	1080	1350	04_Templates/facebook/08_Photo_Album/02_Album_Photo_Frame.svg	3a173ad4726c6cbe533956b5352657c60d3f8183dd7b1b13fd902102cbd27f01
instagram	Photo	Instagram Clean Photo	FIELD,EVENT,MOMENT	1080	1440	04_Templates/instagram/08_Photo_3x4/01_Clean_Photo.svg	7bd511cfdae754f135713339e8131cd17bff130804359d245f23e10220f4a001
instagram	Photo	Instagram Photo Caption	FIELD,EVENT,MOMENT	1080	1440	04_Templates/instagram/08_Photo_3x4/02_Photo_Caption.svg	507a19feae2fbf8a4557c0a53204618f20818aa91e12460f44e644969f4314d6
instagram	Photo	Instagram Photo Quote	FIELD,EVENT,MOMENT	1080	1440	04_Templates/instagram/08_Photo_3x4/03_Photo_Quote.svg	0187be3b2f9917c603c51e2857a9750fbcc659558cb2def06b9beedc38e938f7
instagram	Photo	Instagram Photo Evidence	FIELD,EVENT,MOMENT	1080	1440	04_Templates/instagram/08_Photo_3x4/04_Photo_Evidence.svg	f940a7fbdbfb083e9cb213a2c4fd0a130e12c0e8d62d632af0e3c995e791e9f2
linkedin	Photo	LinkedIn Multi-photo Lead	FIELD,EVENT,MOMENT	1080	1350	04_Templates/linkedin/08_Multi_Photo/01_Lead_Image.svg	67a3aa72f02d275a31649a337bae550685e774afb3fde5de5d83b01cf7794f0f
